file_id	id	entity	start_offset	end_offset	note	CUI	CODE	sentence	STR	type	part	SAB
S1130-01082008001100002	T3	enfermedad de Crohn	63	82	C0010346	C0010346	K50	Tratamiento de inducción y mantenimiento con adalimumab en la enfermedad de Crohn: un estudio abierto	Enfermedad de Crohn [enteritis regional]	abstracts	train	ICD10CM_SPA
S1130-01082008001100002	T16	EC	383	385	C0010346	C0010346	K50	Objetivo: evaluar la eficacia y seguridad del adalimumab como tratamiento de inducción y mantenimiento en la EC.	Enfermedad de Crohn [enteritis regional]	abstracts	train	ICD10CM_SPA
S1130-01082008001100002	T18	EC	432	434	C0010346	C0010346	K50	Metodología: se incluyeron 22 pacientes con EC tratados con adalimumab (16 por enfermedad luminal y 6 por enfermedad fistulosa perianal activa). Veintiún pacientes habían recibido previamente IFX. Se realizó tratamiento de inducción con 160 mg s.c. en la semana 0 y 80 mg s.c. a las 2 semanas. Los respondedores recibieron 40 mg s.c. cada 14 días como tratamiento de mantenimiento. Se valoró la respuesta a las 4 semanas de la dosis inicial, y se clasificó la respuesta como remisión, respuesta parcial o ausencia de respuesta.	Enfermedad de Crohn [enteritis regional]	abstracts	train	ICD10CM_SPA
S1130-01082008001100002	T33	reacciones de hipersensibilidad	1256	1287	C0020517	C0020517	T78.4	Resultados: tras la inducción, el 25% de los pacientes con enfermedad luminal tuvieron remisión completa y el 56,3% respuesta parcial. La respuesta clínica se mantuvo al año en el 71,6% de los pacientes, a los 18 meses en el 53,7% y a los 48 meses en el 35,8%. No se objetivaron diferencias en la respuesta entre pacientes que presentaron reacciones de hipersensibilidad o pérdida de respuesta a IFX. Todos los pacientes con enfermedad fistulosa perianal (n = 6) habían recibido previamente tratamiento con IFX. Tras la inducción un 16,7% entran en remisión y un 66,7% presentan respuesta parcial. Todos los pacientes mantienen remisión o respuesta en el tiempo con una mediana de seguimiento de 15 meses.	Otros tipos de alergia y los no especificados	abstracts	train	ICD10_WIKI
S1130-01082009000600004	T29	infección por H. pylori	812	835	C0850666	C0850666	A04.8	Métodos: periodo de estudio: 2007-2008. Se incluyen 135 pacientes (65% mujeres), edad media de 53 años, con síntomas dispépticos e infección por H. pylori, constatada por positividad del test rápido de la ureasa, histología o prueba del aliento con urea-C13. Diagnósticos: dispepsia no investigada: 48,9%, dispepsia funcional: 36,3% y dispepsia ulcerosa: 14,8%. Se indica tratamiento con un inhibidor de la bomba de protones, a dosis habitual, amoxicilina 1 g y levofloxacino 500 mg (IBP-LA), administrados de forma conjunta en desayuno y cena, durante 10 días. Se valora el cumplimiento de la triple terapia y sus efectos adversos mediante interrogatorio y su eficacia mediante la negatividad de la prueba del aliento con urea-C13 practicada a las 6-8 semanas del término del tratamiento. Se compara la eficacia, por protocolo, del tratamiento con IBP-LA con la observada en un grupo control de 270 pacientes tratados con IBP-CA durante 10 días en los años 2006-2007.	Otras infecciones intestinales bacterianas especificadas	abstracts	train	SNOMEDCT2ICD10_SPA
S1130-01082009000600004	T34	dispepsia	954	963	C0013395	C0013395	R10.13	Métodos: periodo de estudio: 2007-2008. Se incluyen 135 pacientes (65% mujeres), edad media de 53 años, con síntomas dispépticos e infección por H. pylori, constatada por positividad del test rápido de la ureasa, histología o prueba del aliento con urea-C13. Diagnósticos: dispepsia no investigada: 48,9%, dispepsia funcional: 36,3% y dispepsia ulcerosa: 14,8%. Se indica tratamiento con un inhibidor de la bomba de protones, a dosis habitual, amoxicilina 1 g y levofloxacino 500 mg (IBP-LA), administrados de forma conjunta en desayuno y cena, durante 10 días. Se valora el cumplimiento de la triple terapia y sus efectos adversos mediante interrogatorio y su eficacia mediante la negatividad de la prueba del aliento con urea-C13 practicada a las 6-8 semanas del término del tratamiento. Se compara la eficacia, por protocolo, del tratamiento con IBP-LA con la observada en un grupo control de 270 pacientes tratados con IBP-CA durante 10 días en los años 2006-2007.	Dolor epigástrico	abstracts	train	ICD10CM_WIKI
S1130-01082011001100004	T5	rectorragia	58	69	C0018932, C0267596	C0018932	R19.5	Argón plasma y oxígeno hiperbárico para el control de la rectorragia crónica secundaria a la proctopatía por radiación	Otras alteraciones fecales	abstracts	train	SNOMEDCT2ICD10_SPA
S1130-01082011001100004	T21	cáncer cervicouterino	722	743	C0302592	C0302592	B20	Material y métodos: se realizó un estudio prospectivo para evaluar la respuesta al tratamiento. Se incluyeron a pacientes con cáncer cervicouterino y PPR con rectorragia recurrente, sin haber recibido tratamientos previos. Se tomaron datos demográficos, dosis de radiación, duración y severidad de la rectorragia, niveles de hemoglobina, requerimientos de trasfusiones y la toxicidad tisular (Cuestionario de SOMA-LENT) al inicio, y a los 1, 2 y 3 meses del tratamiento.	Enfermedad por virus de la inmunodeficiencia humana [VIH]	abstracts	train	SNOMEDCT2ICD10_SPA
S1130-01082011001100004	T22	rectorragia	754	765	C0018932, C0267596	C0018932	R19.5	Material y métodos: se realizó un estudio prospectivo para evaluar la respuesta al tratamiento. Se incluyeron a pacientes con cáncer cervicouterino y PPR con rectorragia recurrente, sin haber recibido tratamientos previos. Se tomaron datos demográficos, dosis de radiación, duración y severidad de la rectorragia, niveles de hemoglobina, requerimientos de trasfusiones y la toxicidad tisular (Cuestionario de SOMA-LENT) al inicio, y a los 1, 2 y 3 meses del tratamiento.	Otras alteraciones fecales	abstracts	train	SNOMEDCT2ICD10_SPA
S1130-01082011001100004	T24	rectorragia	897	908	C0018932, C0267596	C0018932	R19.5	Material y métodos: se realizó un estudio prospectivo para evaluar la respuesta al tratamiento. Se incluyeron a pacientes con cáncer cervicouterino y PPR con rectorragia recurrente, sin haber recibido tratamientos previos. Se tomaron datos demográficos, dosis de radiación, duración y severidad de la rectorragia, niveles de hemoglobina, requerimientos de trasfusiones y la toxicidad tisular (Cuestionario de SOMA-LENT) al inicio, y a los 1, 2 y 3 meses del tratamiento.	Otras alteraciones fecales	abstracts	train	SNOMEDCT2ICD10_SPA
S1130-01082011001100004	T48	rectorragia	184	195	C0018932, C0267596	C0018932	R19.5	Introducción: la proctopatía por radiación (PPR) se asocia con rectorragia recurrente y requerimientos de trasfusiones. La coagulación con argón plasma (APC) y la terapia con oxígeno hiperbárico (HOT) han sido efectivas en el control de la PPR. No hay estudios prospectivos comparativos entre ambas técnicas.	Otras alteraciones fecales	abstracts	train	SNOMEDCT2ICD10_SPA
S1130-01082012000500003	T14	molestias abdominales	263	284	C0232487	C0232487	R10.9	Introducción: la insuflación con dióxido de carbono (CO2) durante las endoscopias digestivas comparado con el aire, se asocia a una disminución de las molestias abdominales después de la exploración, ya que el CO2 es fácilmente absorbido por el intestino delgado y eliminado por los pulmones.	Dolor abdominal no especificado	abstracts	train	SNOMEDCT2ICD10_SPA
S1130-01082012000500003	T21	distensión abdominal	531	551	C0000731, C1291077	C0000731	R14.0	Objetivo: el objetivo de este ensayo clínico aleatorizado fue valorar el efecto de la insuflación de CO2 sobre el dolor y la distensión abdominal después de una ileo-colonoscopia (I) y después de una íleo-colonoscopia + gastroscopia (I+G).	Distensión abdominal (por gases)	abstracts	train	SNOMEDCT2ICD10_SPA
S1130-01082012000500003	T33	dolor abdominal	928	943	C0000737	C0000737	R10.9	Material y métodos: se incluyeron un total de 309 pacientes en el estudio y todas las endoscopias fueron realizadas bajo sedación con propofol. A 214 pacientes se les realizó una I (132 con CO2 / 82 con aire) y a 95 se les realizó una I+G (53 con CO2 / 42 con aire). Se estudió el dolor abdominal a los 10, 30 y 120 min de la exploración y la diferencia de perímetro abdominal antes y después del procedimiento.	Dolor abdominal no especificado	abstracts	train	SNOMEDCT2ICD10_SPA
S1130-01082012000500003	T36	dolor abdominal	1139	1154	C0000737	C0000737	R10.9	Resultados: tanto en el grupo I como en el grupo I+G, se objetivó una media de dolor abdominal en los pacientes en los que se utilizó CO2 significativamente menor que en los que se utilizó aire (p < 0,05). Y de igual modo se objetivó un menor incremento en el perímetro abdominal para el grupo I y para el I+G en los pacientes en que se utilizó CO2 frente a los que se utilizó aire (p < 0,05).	Dolor abdominal no especificado	abstracts	train	SNOMEDCT2ICD10_SPA
S1130-01082012000500003	T43	dolor abdominal	1603	1618	C0000737	C0000737	R10.9	Conclusión: la insuflación de CO2 en vez de aire durante la realización de la exploración endoscópica, reduce significativamente el disconfort y el dolor abdominal después de una ileo-colonoscopia y después de una íleo-colonoscopia + gastroscopia.	Dolor abdominal no especificado	abstracts	train	SNOMEDCT2ICD10_SPA
S1130-01082012000500003	T57	dolor	520	525	C0030193, C0234238	C0030193	R52	Objetivo: el objetivo de este ensayo clínico aleatorizado fue valorar el efecto de la insuflación de CO2 sobre el dolor y la distensión abdominal después de una ileo-colonoscopia (I) y después de una íleo-colonoscopia + gastroscopia (I+G).	Dolor, no especificado	abstracts	train	SNOMEDCT2ICD10_SPA
S1130-01082012000800004	T15	obesidad mórbida	457	473	C0028756	C0028756	E66.9	"Materiales y métodos: individuos sometidos a una colonoscopia ambulatoria, sin enfermedad respiratoria severa ni obesidad mórbida, randomizados a grupo ""aire"" o ""CO2"". Se recogieron diferentes variables antes, durante y tras la colonoscopia. Todos los pacientes fueron monitorizados mediante capnografía y pulsioximetría. Posteriormente cada paciente puntuó mediante una escala visual numérica la intensidad del dolor experimentado en diferentes momentos tras la colonoscopia."	Obesidad, no especificada	abstracts	train	SNOMEDCT2ICD10_SPA
S1130-01082012000800004	T30	hipercapnia	1385	1396	C0020440	C0020440	P28.3	"Resultados: 141 pacientes incluidos en grupo ""aire"" (hombres/ mujeres 63/78, rango edad 24-83) y 129 en ""CO2"" (hombres/mujeres 59/70, rango edad 24-82). No existieron diferencias significativas entre ambos grupos a excepción del mayor número de exploraciones realizadas por un endoscopista en formación en el grupo ""aire"" en comparación con las realizadas por endoscopistas experimentados. El CO2 en aire espirado, los episodios de desaturación de oxígeno y las dosis de propofol o midazolam empleadas fueron similares en ambos grupos. No existieron episodios de hipercapnia severos ni complicaciones clínicamente relevantes. El dolor experimentado en el grupo ""aire"" fue significativamente mayor a los 15 minutos, 1, 3 y 6 horas tras la colonoscopia, igualándose a las 24 horas. Tras la realización de un análisis multivariante según el tipo de endoscopista (experimentado o en formación) las diferencias observadas en la intensidad del dolor en cada grupo se mantuvieron."	Apnea primaria del sueño del recién nacido	abstracts	train	SNOMEDCT2ICD10_SPA
S1130-01082012000800004	T41	dolor	174	179	C0030193, C0234238	C0030193	R52	Objetivos: comparar la intensidad del dolor experimentado tras una colonoscopia con aire ambiente o con dióxido de carbono (CO2) y evaluar la seguridad del CO2 en pacientes con sedación moderada o profunda.	Dolor, no especificado	abstracts	train	SNOMEDCT2ICD10_SPA
S1130-01082012000800004	T47	dolor	756	761	C0030193, C0234238	C0030193	R52	"Materiales y métodos: individuos sometidos a una colonoscopia ambulatoria, sin enfermedad respiratoria severa ni obesidad mórbida, randomizados a grupo ""aire"" o ""CO2"". Se recogieron diferentes variables antes, durante y tras la colonoscopia. Todos los pacientes fueron monitorizados mediante capnografía y pulsioximetría. Posteriormente cada paciente puntuó mediante una escala visual numérica la intensidad del dolor experimentado en diferentes momentos tras la colonoscopia."	Dolor, no especificado	abstracts	train	SNOMEDCT2ICD10_SPA
S1130-01082012000800004	T50	dolor	1451	1456	C0030193, C0234238	C0030193	R52	"Resultados: 141 pacientes incluidos en grupo ""aire"" (hombres/ mujeres 63/78, rango edad 24-83) y 129 en ""CO2"" (hombres/mujeres 59/70, rango edad 24-82). No existieron diferencias significativas entre ambos grupos a excepción del mayor número de exploraciones realizadas por un endoscopista en formación en el grupo ""aire"" en comparación con las realizadas por endoscopistas experimentados. El CO2 en aire espirado, los episodios de desaturación de oxígeno y las dosis de propofol o midazolam empleadas fueron similares en ambos grupos. No existieron episodios de hipercapnia severos ni complicaciones clínicamente relevantes. El dolor experimentado en el grupo ""aire"" fue significativamente mayor a los 15 minutos, 1, 3 y 6 horas tras la colonoscopia, igualándose a las 24 horas. Tras la realización de un análisis multivariante según el tipo de endoscopista (experimentado o en formación) las diferencias observadas en la intensidad del dolor en cada grupo se mantuvieron."	Dolor, no especificado	abstracts	train	SNOMEDCT2ICD10_SPA
S1130-01082012000800004	T52	dolor	1760	1765	C0030193, C0234238	C0030193	R52	"Resultados: 141 pacientes incluidos en grupo ""aire"" (hombres/ mujeres 63/78, rango edad 24-83) y 129 en ""CO2"" (hombres/mujeres 59/70, rango edad 24-82). No existieron diferencias significativas entre ambos grupos a excepción del mayor número de exploraciones realizadas por un endoscopista en formación en el grupo ""aire"" en comparación con las realizadas por endoscopistas experimentados. El CO2 en aire espirado, los episodios de desaturación de oxígeno y las dosis de propofol o midazolam empleadas fueron similares en ambos grupos. No existieron episodios de hipercapnia severos ni complicaciones clínicamente relevantes. El dolor experimentado en el grupo ""aire"" fue significativamente mayor a los 15 minutos, 1, 3 y 6 horas tras la colonoscopia, igualándose a las 24 horas. Tras la realización de un análisis multivariante según el tipo de endoscopista (experimentado o en formación) las diferencias observadas en la intensidad del dolor en cada grupo se mantuvieron."	Dolor, no especificado	abstracts	train	SNOMEDCT2ICD10_SPA
S1130-01082012000800004	T54	dolor	1878	1883	C0030193, C0234238	C0030193	R52	Conclusiones: a) el uso de CO2 en la colonoscopia causa significativamente menos dolor en las siguientes 6 horas; b) su uso en pacientes con sedación moderada o profunda es seguro; y c) la realización de la técnica no se ve modificada ni sus tiempos reducidos.	Dolor, no especificado	abstracts	train	SNOMEDCT2ICD10_SPA
S1130-01082017001100005	T4	cáncer gástrico	100	115	C0024623	C0024623	C16.9	Ultrasonografía endoscópica versus tomografía computarizada en la estadificación preoperatoria del cáncer gástrico	Neoplasia maligna de estómago, no especificada	abstracts	train	ICD10CM_WIKI
S1130-01082017001100005	T8	adenocarcinoma gástrico	235	258	C0278701	C0278701	C16.9	Introducción: la ultrasonografía endoscópica (USE) es la técnica de elección para la estadificación loco-regional del adenocarcinoma gástrico (ACG). Sin embargo, la introducción de la tomografía computarizada multidetector (TCMD) permite obtener estudios de muy alta calidad diagnóstica.	Neoplasia maligna de estómago, no especificada	abstracts	train	SNOMEDCT2ICD10_SPA
S1130-01082017001100005	T9	ACG	260	263	C0278701	C0278701	C16.9	Introducción: la ultrasonografía endoscópica (USE) es la técnica de elección para la estadificación loco-regional del adenocarcinoma gástrico (ACG). Sin embargo, la introducción de la tomografía computarizada multidetector (TCMD) permite obtener estudios de muy alta calidad diagnóstica.	Neoplasia maligna de estómago, no especificada	abstracts	train	SNOMEDCT2ICD10_SPA
S1130-01082017001100005	T17	ACG	571	574	C0278701	C0278701	C16.9	Objetivo: nuestro objetivo fue comparar la rentabilidad diagnóstica de la USE frente a la TCMD en la estadificación loco-regional preoperatoria de los pacientes con ACG.	Neoplasia maligna de estómago, no especificada	abstracts	train	SNOMEDCT2ICD10_SPA
S1130-01082017001100005	T20	ACG	679	682	C0278701	C0278701	C16.9	"Material y métodos: se realizó un estudio retrospectivo y comparativo entre pacientes intervenidos de ACG con estadificación preoperatoria mediante USE y TCMD de 64 filas, comparando en cada caso los resultados con el informe anatomopatológico final. Resultados: se analizaron 77 pacientes intervenidos de ACG, incluyéndose finalmente 42 que disponían de estadificación completa. Para la estadificación ""T"", la precisión diagnóstica (PD) global de USE fue superior a la de TCMD (62% vs. 50%). En un subanálisis entre estadios precoces (T1-2) y avanzados (T3-T4), la PD y sensibilidad (S) de la USE resultaron ser superiores a las de la TCMD (83,3% vs. 64,29% y 84,4% vs. 59,5% respectivamente), aunque sin alcanzarse niveles de significación estadística. Respecto al estadio N, la PD y S de la USE resultaron inferiores a las de la TCMD, aunque tampoco se alcanzaron diferencias estadísticamente significativas (57% vs. 64% y 29% vs. 55%)."	Neoplasia maligna de estómago, no especificada	abstracts	train	SNOMEDCT2ICD10_SPA
S1130-01082017001100005	T23	ACG	883	886	C0278701	C0278701	C16.9	"Material y métodos: se realizó un estudio retrospectivo y comparativo entre pacientes intervenidos de ACG con estadificación preoperatoria mediante USE y TCMD de 64 filas, comparando en cada caso los resultados con el informe anatomopatológico final. Resultados: se analizaron 77 pacientes intervenidos de ACG, incluyéndose finalmente 42 que disponían de estadificación completa. Para la estadificación ""T"", la precisión diagnóstica (PD) global de USE fue superior a la de TCMD (62% vs. 50%). En un subanálisis entre estadios precoces (T1-2) y avanzados (T3-T4), la PD y sensibilidad (S) de la USE resultaron ser superiores a las de la TCMD (83,3% vs. 64,29% y 84,4% vs. 59,5% respectivamente), aunque sin alcanzarse niveles de significación estadística. Respecto al estadio N, la PD y S de la USE resultaron inferiores a las de la TCMD, aunque tampoco se alcanzaron diferencias estadísticamente significativas (57% vs. 64% y 29% vs. 55%)."	Neoplasia maligna de estómago, no especificada	abstracts	train	SNOMEDCT2ICD10_SPA
S1130-01082017001100005	T30	ACG	1697	1700	C0278701	C0278701	C16.9	Conclusiones: en nuestra experiencia, la rentabilidad diagnóstica de la ecoendoscopia es similar a la de los nuevos TCMD en la estadificación preoperatoria T y N en pacientes con ACG. Sin embargo, ambas técnicas deberían considerarse complementarias hasta que estudios más extensos y aleatorizados puedan confirmar estos resultados.	Neoplasia maligna de estómago, no especificada	abstracts	train	SNOMEDCT2ICD10_SPA
S1130-05582016000200002	T18	edema	881	886	C0013604	C0013604	R60.9	Material y método: Mediante un estudio experimental, aleatorizado, se analizó la respuesta de edema y dolor en 20 pacientes con relación al uso de drenajes, tras la extracción de sus 2 terceros molares inferiores impactados, los cuales debían estar en posición similar. Para ello, en el mismo acto quirúrgico, una herida operatoria se suturó con el objetivo de lograr una cicatrización por primera intención, constituyendo este el lado control. En el lado contralateral se instaló un tubo de drenaje por 48 h en la herida operatoria, siendo este el lado experimental. Para comparar el edema de ambos lados, en cada paciente se realizó una fotografía estandarizada y una medición clínica numérica, preoperatoria y a las 48 h postoperatorias. A su vez, el dolor se evaluó con la escala visual análoga a las 48 h y a la semana postoperatoria.	Edema, no especificado	abstracts	train	ICD10_WIKI
S1130-05582016000200002	T24	edema	1254	1259	C0013604	C0013604	R60.9	Resultados: Según este estudio, el uso de un tubo de drenaje reduce con diferencia estadísticamente significativa el edema postoperatorio en comparación con las heridas suturadas sin drenaje en la exodoncia de terceros molares inferiores impactados. Por el contrario, no existieron diferencias significativas con relación a la respuesta dolorosa, al comparar ambos lados.	Edema, no especificado	abstracts	train	ICD10_WIKI
S1130-05582016000200002	T34	edema	1620	1625	C0013604	C0013604	R60.9	Conclusiones: El uso de drenaje posterior a la extracción de terceros molares inferiores impactados reduce el edema, mejorando el bienestar del paciente en el postoperatorio.	Edema, no especificado	abstracts	train	ICD10_WIKI
S1130-05582016000200002	T41	edema	390	395	C0013604	C0013604	R60.9	Material y método: Mediante un estudio experimental, aleatorizado, se analizó la respuesta de edema y dolor en 20 pacientes con relación al uso de drenajes, tras la extracción de sus 2 terceros molares inferiores impactados, los cuales debían estar en posición similar. Para ello, en el mismo acto quirúrgico, una herida operatoria se suturó con el objetivo de lograr una cicatrización por primera intención, constituyendo este el lado control. En el lado contralateral se instaló un tubo de drenaje por 48 h en la herida operatoria, siendo este el lado experimental. Para comparar el edema de ambos lados, en cada paciente se realizó una fotografía estandarizada y una medición clínica numérica, preoperatoria y a las 48 h postoperatorias. A su vez, el dolor se evaluó con la escala visual análoga a las 48 h y a la semana postoperatoria.	Edema, no especificado	abstracts	train	ICD10_WIKI
S1130-05582016000200002	T42	dolor	398	403	C0030193, C0234238	C0030193	R52	Material y método: Mediante un estudio experimental, aleatorizado, se analizó la respuesta de edema y dolor en 20 pacientes con relación al uso de drenajes, tras la extracción de sus 2 terceros molares inferiores impactados, los cuales debían estar en posición similar. Para ello, en el mismo acto quirúrgico, una herida operatoria se suturó con el objetivo de lograr una cicatrización por primera intención, constituyendo este el lado control. En el lado contralateral se instaló un tubo de drenaje por 48 h en la herida operatoria, siendo este el lado experimental. Para comparar el edema de ambos lados, en cada paciente se realizó una fotografía estandarizada y una medición clínica numérica, preoperatoria y a las 48 h postoperatorias. A su vez, el dolor se evaluó con la escala visual análoga a las 48 h y a la semana postoperatoria.	Dolor, no especificado	abstracts	train	SNOMEDCT2ICD10_SPA
S1130-05582016000200002	T49	dolor	1050	1055	C0030193, C0234238	C0030193	R52	Material y método: Mediante un estudio experimental, aleatorizado, se analizó la respuesta de edema y dolor en 20 pacientes con relación al uso de drenajes, tras la extracción de sus 2 terceros molares inferiores impactados, los cuales debían estar en posición similar. Para ello, en el mismo acto quirúrgico, una herida operatoria se suturó con el objetivo de lograr una cicatrización por primera intención, constituyendo este el lado control. En el lado contralateral se instaló un tubo de drenaje por 48 h en la herida operatoria, siendo este el lado experimental. Para comparar el edema de ambos lados, en cada paciente se realizó una fotografía estandarizada y una medición clínica numérica, preoperatoria y a las 48 h postoperatorias. A su vez, el dolor se evaluó con la escala visual análoga a las 48 h y a la semana postoperatoria.	Dolor, no especificado	abstracts	train	SNOMEDCT2ICD10_SPA
S1130-05582018000300129	T2	periodontitis crónica	48	69	C0266929	C0266929	K05.30	Eficacia de la azitromicina asociada al RAR en periodontitis crónica: ensayo clínico, aleatorizado, controlado y triple ciego en grupos en paralelo	Periodontitis crónica, no especificada	abstracts	train	SNOMEDCT2ICD10_SPA
S1130-05582018000300129	T7	periodontitis crónica	233	254	C0266929	C0266929	K05.30	Evaluar la eficacia de la azitromicina asociada al RAR en pacientes con periodontitis crónica.	Periodontitis crónica, no especificada	abstracts	train	SNOMEDCT2ICD10_SPA
S1130-05582018000300129	T26	periodontitis crónica	1521	1542	C0266929	C0266929	K05.30	La azitromicina asociada al RAR no es eficaz como terapia coadyuvante en pacientes con periodontitis crónica.	Periodontitis crónica, no especificada	abstracts	train	SNOMEDCT2ICD10_SPA
S1130-14732005000500002	T8	depresión respiratoria	383	405	C0235063	C0235063	P28.89	La dexmedetomidina, un agonista adrenérgico selectivo α2, constituye un intento de mejorar la sedoanalgesia de los pacientes críticos, por sus efectos distintivos en comparación a los planes tradicionales como son: sedación consciente, simpaticolisis y ausencia de depresión respiratoria.	Otras afecciones respiratorias especificadas del recién nacido	abstracts	train	SNOMEDCT2ICD10_SPA
S1130-14732005000500002	T15	lesión encefálica traumática	692	720	C0018674	C0018674	S09.90	Estudio prospectivo de los pacientes con lesión encefálica traumática grave (Glasgow Coma Scale ≤ 8) ingresados en un Centro de Tratamiento Intensivo (CTI) que recibieron monitorización de la presión intracraneal (PIC) y monitorización de saturación de O2 del bulbo yugular (SjO2). Se realizó una perfusión intravenosa de la droga durante 3 horas, en dosis progresivas (0.2, 0.4 y 0.7 ug/kg/h), previa suspensión de otros sedantes y analgésicos.	Traumatismo no especificado de la cabeza	abstracts	train	ICD10CM_SPA
S1130-14732005000500002	T29	hipertensión intracraneal	1142	1167	C0151740	C0151740	G93.2	Se estudiaron 12 pacientes sin hipertensión intracraneal. No se encontraron diferencias significativas entre los valores de PIC y presión arterial media (PAM) tras la infusión de la droga en relación con los valores basales. La presión de perfusión cerebral (PPC) mostró una tendencia a disminuir durante el estudio (efecto marginal, p=0.058). Se encontró un descenso significativo de la frecuencia cardíaca (FC) (p<0.0001) en relación a los valores basales. No se hallaron diferencias significativas en los parámetros hemometabólicos cerebrales (SjO2 y CEO2).	Hipertensión intracraneal benigna	abstracts	train	SNOMEDCT2ICD10_SPA
S1130-14732006000200008	T21	pseudoartrosis	1304	1318	C0033785	C0033785	M84.1	Según con los criterios de Odom, el 75% de los casos fueron considerados como excelentes o buenos. Sólo se confirmó clínica y radiológicamente un caso de pseudoartrosis.		abstracts	train	ICD10_WIKI
S1130-14732006000200008	T29	dolor	706	711	C0030193, C0234238	C0030193	R52	La evaluación clínica pre y postoperatoria se realizó mediante cuestionario que incluía una Escala Visual Analógica de dolor, el Índice de Oswestry, y la Escala de Zung. Los resultados fueron clasificados mediante los criterios de Odom.	Dolor, no especificado	abstracts	train	SNOMEDCT2ICD10_SPA
S1130-14732009000400002	T8	tumoral	327	334	C0027651, C0577559	C0027651	C00	Comparar el abordaje transesfenoidal endonasal endoscópico con el abordaje transesfenoidal sublabial microquirúrgico. Valoración del grado de resección tumoral, grado de invasividad tumoral, complicaciones y estancia postoperatoria de ambos grupos.	Neoplasia maligna de labio	abstracts	train	ICD10_WIKI
S1130-14732009000400002	T9	tumoral	357	364	C0027651, C0577559	C0027651	C00	Comparar el abordaje transesfenoidal endonasal endoscópico con el abordaje transesfenoidal sublabial microquirúrgico. Valoración del grado de resección tumoral, grado de invasividad tumoral, complicaciones y estancia postoperatoria de ambos grupos.	Neoplasia maligna de labio	abstracts	train	ICD10_WIKI
S1130-14732009000400002	T22	panhipopituitarismo	825	844	C0242343	C0242343	E23.0	Estudio prospectivo no randomizado de 50 pacientes intervenidos en nuestro centro entre 2002 y 2006 de lesiones en la región selar con diferentes grados de invasión del seno cavernoso según la clasificación de Knosp. Entre las variables a estudio se incluyeron los grados de invasión, los grados de resección postoperatoria (total, subtotal y parcial), lesión del nervio óptico, panhipopituitarismo postoperatorio, fístula de LCR, déficit de pares craneales, epistaxis, meningitis, diabetes insípida y lesión de arteria carótida. Nuestra serie consta de 27 hombres y 23 mujeres, con una edad media de 48 años (19-80 años). En 23 casos se utilizó una vía transesfenoidal sublabial microquirúrgica (2 pacientes fueron excluidos) y en 25 casos se realizó un abordaje transesfenoidal endoscópico. El seguimiento medio fue de 12 meses.	Hipopituitarismo	abstracts	train	ICD10CM_WIKI
S1130-14732009000400002	T26	epistaxis	905	914	C0014591	C0014591	P54.8	Estudio prospectivo no randomizado de 50 pacientes intervenidos en nuestro centro entre 2002 y 2006 de lesiones en la región selar con diferentes grados de invasión del seno cavernoso según la clasificación de Knosp. Entre las variables a estudio se incluyeron los grados de invasión, los grados de resección postoperatoria (total, subtotal y parcial), lesión del nervio óptico, panhipopituitarismo postoperatorio, fístula de LCR, déficit de pares craneales, epistaxis, meningitis, diabetes insípida y lesión de arteria carótida. Nuestra serie consta de 27 hombres y 23 mujeres, con una edad media de 48 años (19-80 años). En 23 casos se utilizó una vía transesfenoidal sublabial microquirúrgica (2 pacientes fueron excluidos) y en 25 casos se realizó un abordaje transesfenoidal endoscópico. El seguimiento medio fue de 12 meses.	Otras hemorragias neonatales especificadas	abstracts	train	SNOMEDCT2ICD10_SPA
S1130-14732009000400002	T27	meningitis	916	926	C0025289	C0025289	G03.9	Estudio prospectivo no randomizado de 50 pacientes intervenidos en nuestro centro entre 2002 y 2006 de lesiones en la región selar con diferentes grados de invasión del seno cavernoso según la clasificación de Knosp. Entre las variables a estudio se incluyeron los grados de invasión, los grados de resección postoperatoria (total, subtotal y parcial), lesión del nervio óptico, panhipopituitarismo postoperatorio, fístula de LCR, déficit de pares craneales, epistaxis, meningitis, diabetes insípida y lesión de arteria carótida. Nuestra serie consta de 27 hombres y 23 mujeres, con una edad media de 48 años (19-80 años). En 23 casos se utilizó una vía transesfenoidal sublabial microquirúrgica (2 pacientes fueron excluidos) y en 25 casos se realizó un abordaje transesfenoidal endoscópico. El seguimiento medio fue de 12 meses.	Meningitis, no especificada	abstracts	train	ICD10CM_WIKI
S1130-14732009000400002	T28	diabetes insípida	928	945	C0011848	C0011848	E23.2	Estudio prospectivo no randomizado de 50 pacientes intervenidos en nuestro centro entre 2002 y 2006 de lesiones en la región selar con diferentes grados de invasión del seno cavernoso según la clasificación de Knosp. Entre las variables a estudio se incluyeron los grados de invasión, los grados de resección postoperatoria (total, subtotal y parcial), lesión del nervio óptico, panhipopituitarismo postoperatorio, fístula de LCR, déficit de pares craneales, epistaxis, meningitis, diabetes insípida y lesión de arteria carótida. Nuestra serie consta de 27 hombres y 23 mujeres, con una edad media de 48 años (19-80 años). En 23 casos se utilizó una vía transesfenoidal sublabial microquirúrgica (2 pacientes fueron excluidos) y en 25 casos se realizó un abordaje transesfenoidal endoscópico. El seguimiento medio fue de 12 meses.	Diabetes insípida	abstracts	train	ICD10CM_WIKI
