file_id	entity	cui	start	end	sentence	CUI	STR	CODE	SAB	is_icd
ES100571	masas	C0577559	698	703	De la exploración física únicamente cabe reseñar un abdomen blando, depresible, no doloroso, con ruidos muy aumentados no patológicos, sin signos obstructivos, masas ni megalias.	C0577559	Tumefacción, masa y bulto localizados, no especificados	R22.9	SNOMEDCT2ICD10_SPA	True
ES100571	adenopatías	C0497156	720	731	No adenopatías, fiebre ni otros hallazgos reseñables.	C0497156	Adenomegalia generalizada	R59.1	ICD10CM_SPA	True
ES100571	fiebre	C0015967	733	739	No adenopatías, fiebre ni otros hallazgos reseñables.	C0015967	Fiebre, no especificada	R50.9	ICD10CM_SPA	True
ES100571	leucocitosis	C0023518	803	815	En la analítica se evidenciaron leucocitosis de 21.720 /mm3 (17,2% neutrófilos, 4,1% linfocitos, 2,4% monocitos y 75,3% eosinófilos), VSG 60 mm en la primera hora, PCR 38,80 mg/L, ferritina 481 ng/mL, factor reumatoide 800 como reactantes de fase aguda, hipoalbuminemia de 2,2 g/dL sin alteración de otros marcadores de malabsorción.	C0023518	Recuento elevado de leucocitos, no especificado	D72.829	ICD10CM_SPA	True
ES100571	colestasis	C0008370	1132	1142	Transaminasas y enzimas de colestasis dentro de la normalidad.	C0008370	Obstrucción de vesícula biliar	K82.0	SNOMEDCT2ICD10_SPA	True
ES100571	colitis	C0009319	1833	1840	Se tomaron múltiples biopsias que mostraron inflamación aguda y crónica inespecífica, sin evidenciarse la presencia de eosinófilos a ningún nivel, siendo el diagnóstico de presunción el de colitis actínica.	C0009319	Gastroenteritis y colitis no infecciosas, no especificadas	K52.9	ICD10CM_SPA	True
ES100571	engrosamiento	C0205400	1912	1925	La TC abdominopélvica con contraste intravenoso mostró un engrosamiento difuso de asas de intestino delgado a nivel de yeyuno distal e íleon, sin otras alteraciones.	C0205400	Otros síntomas y signos generales	R68.89	SNOMEDCT2ICD10_SPA	True
ES100571	adenopatías	C0497156	2039	2050	No se evidenciaron adenopatías a ningún nivel ni masas abdominales, con prostatectomía radical y engrosamiento de la grasa perirrectal, pared vesical y de recto en probable relación con radioterapia previa.	C0497156	Adenomegalia generalizada	R59.1	ICD10CM_SPA	True
ES100571	masas abdominales	C0000734	2069	2086	No se evidenciaron adenopatías a ningún nivel ni masas abdominales, con prostatectomía radical y engrosamiento de la grasa perirrectal, pared vesical y de recto en probable relación con radioterapia previa.	C0000734	Tumefacción, masa y bulto intraabdominales y pélvicos, localización no especificada	R19.00	SNOMEDCT2ICD10_SPA	True
ES100571	engrosamiento	C0205400	2117	2130	No se evidenciaron adenopatías a ningún nivel ni masas abdominales, con prostatectomía radical y engrosamiento de la grasa perirrectal, pared vesical y de recto en probable relación con radioterapia previa.	C0205400	Otros síntomas y signos generales	R68.89	SNOMEDCT2ICD10_SPA	True
ES100571	engrosamiento	C0205400	2320	2333	Por las alteraciones en las asas se realizó un tránsito intestinal que objetivó un discreto engrosamiento de las válvulas conniventes a nivel de yeyuno, con asas de íleon pélvico de calibre disminuido, con separación de las mismas tanto del yeyuno como del resto del íleon por engrosamiento parietal, todo ello compatible como primera posibilidad con enteritis actínica, y siendo la última asa ileal de calibre normal con pliegues conservados.	C0205400	Otros síntomas y signos generales	R68.89	SNOMEDCT2ICD10_SPA	True
ES100571	enteritis	C0014335	2579	2588	Por las alteraciones en las asas se realizó un tránsito intestinal que objetivó un discreto engrosamiento de las válvulas conniventes a nivel de yeyuno, con asas de íleon pélvico de calibre disminuido, con separación de las mismas tanto del yeyuno como del resto del íleon por engrosamiento parietal, todo ello compatible como primera posibilidad con enteritis actínica, y siendo la última asa ileal de calibre normal con pliegues conservados.	C0014335	Enfermedad de Crohn de intestino delgado sin complicaciones	K50.00	SNOMEDCT2ICD10_SPA	True
ES100571	eosinofilia	C0014457	2835	2846	Dado que las exploraciones realizadas orientaban hacia la radioterapia como origen del cuadro abdominal, y habiéndose descartado razonablemente otras causas de eosinofilia periférica secundaria, de forma empírica se pautó tratamiento con corticoides (metilprednisolona 1 mg/kg/día, durante 1 semana, con posterior pauta descendente durante 3 meses) y nutrición parenteral, dado el deterioro progresivo del estado general del paciente.	C0014457	Eosinofilia, no especificada	D72.10	ICD10CM_SPA	True
ES100571	deterioro progresivo del estado general	C0563273	3056	3095	Dado que las exploraciones realizadas orientaban hacia la radioterapia como origen del cuadro abdominal, y habiéndose descartado razonablemente otras causas de eosinofilia periférica secundaria, de forma empírica se pautó tratamiento con corticoides (metilprednisolona 1 mg/kg/día, durante 1 semana, con posterior pauta descendente durante 3 meses) y nutrición parenteral, dado el deterioro progresivo del estado general del paciente.	C0563273	Otros tipos de malestar	R53.81	SNOMEDCT2ICD10_SPA	True
ES100571	eosinofilia	C0014457	3251	3262	Dicho tratamiento resolvió de forma total tanto el cuadro clínico como las alteraciones analíticas, lo cual descartó el origen central de la eosinofilia.	C0014457	Eosinofilia, no especificada	D72.10	ICD10CM_SPA	True
ES100571	enteritis	C0014335	3496	3505	Una semana después del inicio del tratamiento, el paciente fue dado de alta con una analítica que mostró 5.280 leucocitos/mm3 con 1% de eosinófilos, VSG 27 mm en la primera hora y PCR 0,76 mg/L, con el diagnóstico por exclusión de enteritis actínica y eosinofilia periférica secundaria.	C0014335	Enfermedad de Crohn de intestino delgado sin complicaciones	K50.00	SNOMEDCT2ICD10_SPA	True
ES100571	eosinofilia	C0014457	3517	3528	Una semana después del inicio del tratamiento, el paciente fue dado de alta con una analítica que mostró 5.280 leucocitos/mm3 con 1% de eosinófilos, VSG 27 mm en la primera hora y PCR 0,76 mg/L, con el diagnóstico por exclusión de enteritis actínica y eosinofilia periférica secundaria.	C0014457	Eosinofilia, no especificada	D72.10	ICD10CM_SPA	True
ES100578	infección	C0009450	21	30	Mujer de 52 años con infección por el virus de la hepatitis C, genotipo 1b, con carga viral alta (> 5 E5 UI/ ml) que acude a la consulta refiriendo astenia y la aparición de lesiones cutáneas en tórax y cara que sangran, cediendo espontáneamente tras compresión.	C0009450	Enfermedad infecciosa no especificada	B99.9	SNOMEDCT2ICD10_SPA	True
ES100578	hepatitis C	C0019196	50	61	Mujer de 52 años con infección por el virus de la hepatitis C, genotipo 1b, con carga viral alta (> 5 E5 UI/ ml) que acude a la consulta refiriendo astenia y la aparición de lesiones cutáneas en tórax y cara que sangran, cediendo espontáneamente tras compresión.	C0019196	Hepatitis vírica C no especificada	B19.2	ICD10CM_SPA	True
ES100578	astenia	C0004093	148	155	Mujer de 52 años con infección por el virus de la hepatitis C, genotipo 1b, con carga viral alta (> 5 E5 UI/ ml) que acude a la consulta refiriendo astenia y la aparición de lesiones cutáneas en tórax y cara que sangran, cediendo espontáneamente tras compresión.	C0004093	Astenia	R53.1	ICD10CM_SPA	True
ES100578	lesiones cutáneas	C0037284	174	191	Mujer de 52 años con infección por el virus de la hepatitis C, genotipo 1b, con carga viral alta (> 5 E5 UI/ ml) que acude a la consulta refiriendo astenia y la aparición de lesiones cutáneas en tórax y cara que sangran, cediendo espontáneamente tras compresión.	C0037284	Trastorno de la piel y del tejido subcutáneo, no especificado	L98.9	SNOMEDCT2ICD10_SPA	True
ES100578	esplenomegalia	C0038002	303	317	En la exploración física destaca ligera esplenomegalia y la presencia de spiders en región nasal y tórax.	C0038002	Esplenomegalia, no clasificada bajo otro concepto	R16.1	ICD10CM_SPA	True
ES100578	spiders	C0085666	336	343	En la exploración física destaca ligera esplenomegalia y la presencia de spiders en región nasal y tórax.	C0085666	Nevus, no neoplásico	I78.1	SNOMEDCT2ICD10_SPA	True
ES100578	varices esofágicas ni gástricas	C0017145	801	832	Endoscopia digestiva alta: no varices esofágicas ni gástricas; no signos de gastropatía de hipertensión portal.	C0017145	Varices gástricas	I86.4	ICD10CM_SPA	True
ES100578	varices esofágicas	C0014867	801	819	Endoscopia digestiva alta: no varices esofágicas ni gástricas; no signos de gastropatía de hipertensión portal.	C0014867	Varices esofágicas sin hemorragia	I85.00	ICD10CM_SPA	True
ES100578	signos	C0311392	837	843	Endoscopia digestiva alta: no varices esofágicas ni gástricas; no signos de gastropatía de hipertensión portal.	C0311392	Otros síntomas y signos generales	R68.89	SNOMEDCT2ICD10_SPA	True
ES100578	gastropatía de hipertensión portal	C0580174	847	881	Endoscopia digestiva alta: no varices esofágicas ni gástricas; no signos de gastropatía de hipertensión portal.	C0580174	Otras enfermedades de estómago y duodeno	K31.89	SNOMEDCT2ICD10_SPA	True
ES100578	astenia	C0004093	1115	1122	Durante el seguimiento la paciente refiere empeoramiento de la astenia y disnea de moderados esfuerzos.	C0004093	Astenia	R53.1	ICD10CM_SPA	True
ES100578	disnea de moderados esfuerzos	C0425448	1125	1154	Durante el seguimiento la paciente refiere empeoramiento de la astenia y disnea de moderados esfuerzos.	C0425448	Otras formas de disnea	R06.09	SNOMEDCT2ICD10_SPA	True
ES100578	síndrome hepatopulmonar	C0600452	1176	1199	Ante la sospecha de síndrome hepatopulmonar se realizó una gasometría arterial y espirometría: FEV1 105,9%, FVC 101,8%, FEV1/FVC 87,52 así como un ecocardiograma con contraste sonicado que objetivó el paso de suero desde la aurícula derecha a la izquierda sugiriendo cortocircuito cardiaco.	C0600452	Síndrome hepatopulmonar	K76.81	SNOMEDCT2ICD10_SPA	True
ES100578	cortocircuito cardiaco	C0232180	1423	1445	Ante la sospecha de síndrome hepatopulmonar se realizó una gasometría arterial y espirometría: FEV1 105,9%, FVC 101,8%, FEV1/FVC 87,52 así como un ecocardiograma con contraste sonicado que objetivó el paso de suero desde la aurícula derecha a la izquierda sugiriendo cortocircuito cardiaco.	C0232180	Defecto del tabique cardiaco, adquirido	I51.0	SNOMEDCT2ICD10_SPA	True
ES100578	síndrome hepatopulmonar	C0600452	1492	1515	Estos hallazgos establecen el diagnóstico de síndrome hepatopulmonar (4).	C0600452	Síndrome hepatopulmonar	K76.81	SNOMEDCT2ICD10_SPA	True
ES100578	sangrado	C0019080	1563	1571	La paciente presenta nuevos episodios de sangrado por spiders localizados en el tórax que no responden a la cauterización precisando en dos ocasiones extirpación quirúrgica.	C0019080	Hemorragia, no clasificada bajo otro concepto	R58	ICD10CM_SPA	True
ES100578	spiders	C0085666	1576	1583	La paciente presenta nuevos episodios de sangrado por spiders localizados en el tórax que no responden a la cauterización precisando en dos ocasiones extirpación quirúrgica.	C0085666	Nevus, no neoplásico	I78.1	SNOMEDCT2ICD10_SPA	True
ES100578	sangrado	C0019080	1763	1771	Se comienza tratamiento con tamoxifeno que reduce los episodios de sangrado, objetivándose a las tres semanas de iniciado el tratamiento ausencia de nuevos episodios de sangrado y estabilización del número de lesiones.	C0019080	Hemorragia, no clasificada bajo otro concepto	R58	ICD10CM_SPA	True
ES100578	sangrado	C0019080	1865	1873	Se comienza tratamiento con tamoxifeno que reduce los episodios de sangrado, objetivándose a las tres semanas de iniciado el tratamiento ausencia de nuevos episodios de sangrado y estabilización del número de lesiones.	C0019080	Hemorragia, no clasificada bajo otro concepto	R58	ICD10CM_SPA	True
ES100587	fumador	C0337664	119	126	No bebedor, ni fumador.	C0337664	Dependencia de nicotina no especificada, sin complicaciones	F17.200	SNOMEDCT2ICD10_SPA	True
ES100587	Amigdalitis	C0040425	128	139	Amigdalitis de repetición en la infancia, siendo operado a los 6 años.	C0040425	Amigdalitis aguda, no especificada	J03.90	SNOMEDCT2ICD10_SPA	True
ES100587	atrofia moderada de las vellosidades intestinales	C0267456	378	427	La biopsia duodenal mostró atrofia moderada de las vellosidades intestinales, acompañada de infiltrado inflamatorio importante, a nivel de la lámina propia (estadio 3b de Marsh).	C0267456	Otras enfermedades especificadas de intestino	K63.89	SNOMEDCT2ICD10_SPA	True
ES100594	EPOC	C0024117	88	92	Varón de 72 años, como antecedentes: exfumador (desde hace 17 años), bebedor moderado y EPOC en tratamiento; remitido desde el Servicio de Digestivo por estudio de disfagia a sólidos y líquidos con anorexia y pérdida de peso progresiva.	C0024117	Enfermedad pulmonar obstructiva crónica, no especificada	J44.9	ICD10CM_SPA	True
ES100594	disfagia	C0011168	164	172	Varón de 72 años, como antecedentes: exfumador (desde hace 17 años), bebedor moderado y EPOC en tratamiento; remitido desde el Servicio de Digestivo por estudio de disfagia a sólidos y líquidos con anorexia y pérdida de peso progresiva.	C0011168	Disfagia, no especificada	R13.10	ICD10CM_SPA	True
ES100594	anorexia	C0003123	198	206	Varón de 72 años, como antecedentes: exfumador (desde hace 17 años), bebedor moderado y EPOC en tratamiento; remitido desde el Servicio de Digestivo por estudio de disfagia a sólidos y líquidos con anorexia y pérdida de peso progresiva.	C0003123	Anorexia	R63.0	ICD10CM_SPA	True
ES100594	pérdida de peso	C1262477	209	224	Varón de 72 años, como antecedentes: exfumador (desde hace 17 años), bebedor moderado y EPOC en tratamiento; remitido desde el Servicio de Digestivo por estudio de disfagia a sólidos y líquidos con anorexia y pérdida de peso progresiva.	C1262477	Pérdida anormal de peso	R63.4	SNOMEDCT2ICD10_SPA	True
ES100594	masa	C0577559	314	318	Se procede a estudio con endoscopia oral informando de la existencia de una masa mamelonada y estenosante desde los 32 cm a unión esofagogástrica, en la que se observa orificio fistuloso, desconociéndose el trayecto y su extremo distal; en la biopsia se halla tan sólo el componente epidermoide de la neoplasia moderadamente diferenciado, ulcerado e infiltrante.	C0577559	Tumefacción, masa y bulto localizados, no especificados	R22.9	SNOMEDCT2ICD10_SPA	True
ES100594	neoplasia	C0027651	539	548	Se procede a estudio con endoscopia oral informando de la existencia de una masa mamelonada y estenosante desde los 32 cm a unión esofagogástrica, en la que se observa orificio fistuloso, desconociéndose el trayecto y su extremo distal; en la biopsia se halla tan sólo el componente epidermoide de la neoplasia moderadamente diferenciado, ulcerado e infiltrante.	C0027651	Neoplasias de comportamiento no especificado	D49	ICD10CM_SPA	True
ES100594	engrosamiento	C0205400	637	650	La TAC toraco-abdominal, muestra un engrosamiento de la pared esofágica en tercio inferior y unión esófago gástrica, en cuya porción caudal queda una pequeña luz filiforme, sin identificarse el trayecto fistuloso reseñado; sin afectación mediastínica ni de órganos abdominales.	C0205400	Otros síntomas y signos generales	R68.89	SNOMEDCT2ICD10_SPA	True
ES100594	adenopatía	C0497156	1425	1435	La ecoendoscopia muestra una lesión que afecta a todas las capas de la pared esofágica que se inicia inmediatamente a nivel subcarinal, extendiéndose hacia el borde izquierdo en el que algún punto sobrepasa la adventicia, penetrando mínimamente en grasa periesofágica; contactando con aorta y pleura derecha, sin llegar a invadirla; desde el punto de vista ganglionar sólo se observaba una pequeña adenopatía subcarinal de aspecto inflamatoria (T3N0).	C0497156	Adenomegalia generalizada	R59.1	ICD10CM_SPA	True
ES100594	cáncer	C0006826	1651	1657	El estudio anatomopatológico de la pieza quirúrgica, mostró un cáncer infiltrante de 5 cm con componente epidermoide bien diferenciado y microcítico, con 2 adenopatías aisladas con claro predominio del componente microcítico y afectación del borde circunferencial.	C0006826	Neoplasia maligna de localización no especificada	C80	ICD10CM_SPA	True
ES100594	adenopatías	C0497156	1744	1755	El estudio anatomopatológico de la pieza quirúrgica, mostró un cáncer infiltrante de 5 cm con componente epidermoide bien diferenciado y microcítico, con 2 adenopatías aisladas con claro predominio del componente microcítico y afectación del borde circunferencial.	C0497156	Adenomegalia generalizada	R59.1	ICD10CM_SPA	True
ES100594	metástasis hepáticas	C0563490	2056	2076	A los 10 meses del diagnóstico se repitió la TAC que mostró imágenes compatibles con metástasis hepáticas, que obligó a iniciar quimioterapia paliativa con etopósido que en la actualidad continúa recibiendo.	C0563490	Neoplasia maligna secundaria de hígado y vías biliares intrahepáticas	C78.7	SNOMEDCT2ICD10_SPA	True
ES100605	enfermedad de Hodgkin	C0019829	60	81	Varón de 16 años de edad, en tratamiento quimioterápico por enfermedad de Hodgkin de carácter recidivante.	C0019829	Linfoma de Hodgkin, no especificado	C81.9	ICD10CM_SPA	True
ES100605	signos	C0311392	160	166	En el curso de dicho tratamiento, el paciente mostró signos de hemorragia digestiva (melenas), acompañados de una intensa elevación de las transaminasas y una importante alteración en las pruebas de coagulación sanguínea (actividad de protombina).	C0311392	Otros síntomas y signos generales	R68.89	SNOMEDCT2ICD10_SPA	True
ES100605	hemorragia digestiva	C0017181	170	190	En el curso de dicho tratamiento, el paciente mostró signos de hemorragia digestiva (melenas), acompañados de una intensa elevación de las transaminasas y una importante alteración en las pruebas de coagulación sanguínea (actividad de protombina).	C0017181	Hemorragia gastrointestinal, no especificada	K92.2	ICD10CM_SPA	True
ES100605	melenas	C0025222	192	199	En el curso de dicho tratamiento, el paciente mostró signos de hemorragia digestiva (melenas), acompañados de una intensa elevación de las transaminasas y una importante alteración en las pruebas de coagulación sanguínea (actividad de protombina).	C0025222	Melena	K92.1	SNOMEDCT2ICD10_SPA	True
ES100605	insuficiencia hepática aguda	C0162557	414	442	Dicho paciente falleció a los pocos días, por un cuadro de insuficiencia hepática aguda, con signos de encefalopatía y hemorragia digestiva masiva.	C0162557	Insuficiencia hepática, no especificada, sin coma	K72.90	SNOMEDCT2ICD10_SPA	True
ES100605	signos	C0311392	448	454	Dicho paciente falleció a los pocos días, por un cuadro de insuficiencia hepática aguda, con signos de encefalopatía y hemorragia digestiva masiva.	C0311392	Otros síntomas y signos generales	R68.89	SNOMEDCT2ICD10_SPA	True
ES100605	encefalopatía	C0085584	458	471	Dicho paciente falleció a los pocos días, por un cuadro de insuficiencia hepática aguda, con signos de encefalopatía y hemorragia digestiva masiva.	C0085584	Encefalopatía, no especificada	G93.40	ICD10CM_SPA	True
ES100605	hemorragia digestiva masiva	C0585175	474	501	Dicho paciente falleció a los pocos días, por un cuadro de insuficiencia hepática aguda, con signos de encefalopatía y hemorragia digestiva masiva.	C0585175	Hemorragia gastrointestinal, no especificada	K92.2	SNOMEDCT2ICD10_SPA	True
ES100605	daño hepático	C0151763	534	547	En la necropsia se observó un daño hepático difuso, acompañado de lesiones focales en el tercio inferior del esófago.	C0151763	Enfermedad hepática, no especificada	K76.9	SNOMEDCT2ICD10_SPA	True
ES100605	infección herpética	C0019372	769	788	El estudio histológico demostró, en ambos órganos, una lesión inflamatoria de carácter necrotizante, evidenciándose cambios citopáticos propios de infección herpética, consistentes en imágenes de multinucleación y presencia de cuerpos de Cowdry tipo A.	C0019372	Infección debida a herpesvirus, no especificada	B00.9	SNOMEDCT2ICD10_SPA	True
ES100631	ictericia	C0022346	111	120	Varón de 43 años originario de Marruecos, que ingresó en nuestro servicio por cuadro de 4 días de evolución de ictericia mucocutánea indolora, coluria y prurito generalizado.	C0022346	Ictericia no especificada	R17	ICD10CM_SPA	True
ES100631	coluria	C0159076	143	150	Varón de 43 años originario de Marruecos, que ingresó en nuestro servicio por cuadro de 4 días de evolución de ictericia mucocutánea indolora, coluria y prurito generalizado.	C0159076	Coluria	R82.2	SNOMEDCT2ICD10_SPA	True
ES100631	prurito generalizado	C0475858	153	173	Varón de 43 años originario de Marruecos, que ingresó en nuestro servicio por cuadro de 4 días de evolución de ictericia mucocutánea indolora, coluria y prurito generalizado.	C0475858	Prurito, no especificado	L29.9	SNOMEDCT2ICD10_SPA	True
ES100631	tuberculosis	C0041296	226	238	Como únicos antecedentes de interés destacaban una tuberculosis tratada, hipercolesterolemia en tratamiento dietético y tabaquismo leve.	C0041296	TUBERCULOSIS (A15-A19)	A15-A19	ICD10CM_SPA	True
ES100631	hipercolesterolemia	C0020443	248	267	Como únicos antecedentes de interés destacaban una tuberculosis tratada, hipercolesterolemia en tratamiento dietético y tabaquismo leve.	C0020443	Hipercolesterolemia pura, no especificada	E78.00	SNOMEDCT2ICD10_SPA	True
ES100631	hipergammaglobulinemia	C0020455	525	547	Destacaba también una hipergammaglobulinemia (gammaglobulina 1,56%), con IgG 1840 UI/ml (751-1.560 UI/ml).	C0020455	Hipergammaglobulinemia, no especificada	D89.2	SNOMEDCT2ICD10_SPA	True
ES100631	parotidis	C0026780	807	816	Los autoanticuerpos (ANA, AMA, AMA-2, ANCA, LKM1, SMA, SLA y F-actina) y serologías para virus y bacterias (VHA, VHB, VHC, HIV, CMV, VEB, VVZ, VHS, virus de la parotidis, parvovirus B19, Brucella, Borrelia, Coxiella, Leishmania, Rickettsias y Toxoplasma) fueron negativos.	C0026780	Parotiditis, sin complicaciones	B26.9	ICD10CM_SPA	True
ES100631	pancreatitis autoinmune	C2609129	1558	1581	La TAC toracoabdominal objetivó además un páncreas aumentado globalmente de tamaño, hipodenso, con un halo peripancreático hipodenso, con borde liso, sin afectación de la grasa peripancreática, y, a nivel retroperitoneal, en localización periaórtica con extensión a territorio iliaco bilateral, un tejido denso rodeando dichas estructuras vasculares como un estuche, siendo todo ello compatible con pancreatitis autoinmune con fibrosis retroperitoneal.	C2609129	Otros tipos de pancreatitis aguda sin necrosis ni infección	K85.80	SNOMEDCT2ICD10_SPA	True
ES100631	fibrosis retroperitoneal	C0035357	1586	1610	La TAC toracoabdominal objetivó además un páncreas aumentado globalmente de tamaño, hipodenso, con un halo peripancreático hipodenso, con borde liso, sin afectación de la grasa peripancreática, y, a nivel retroperitoneal, en localización periaórtica con extensión a territorio iliaco bilateral, un tejido denso rodeando dichas estructuras vasculares como un estuche, siendo todo ello compatible con pancreatitis autoinmune con fibrosis retroperitoneal.	C0035357	Cruce vascular y estenosis de uréter sin hidronefrosis	N13.5	SNOMEDCT2ICD10_SPA	True
ES100631	prurito	C0033774	1636	1643	Ante la persistencia de prurito y la colestasis manifiesta se realizó un drenaje biliar percutáneo mostrando la colangiografía una lesión estenosante en colédoco distal sugerente de neoplasia pancreática.	C0033774	Prurito, no especificado	L29.9	ICD10CM_SPA	True
ES100631	colestasis	C0008370	1649	1659	Ante la persistencia de prurito y la colestasis manifiesta se realizó un drenaje biliar percutáneo mostrando la colangiografía una lesión estenosante en colédoco distal sugerente de neoplasia pancreática.	C0008370	Obstrucción de vesícula biliar	K82.0	SNOMEDCT2ICD10_SPA	True
ES100631	neoplasia pancreática	C0030297	1794	1815	Ante la persistencia de prurito y la colestasis manifiesta se realizó un drenaje biliar percutáneo mostrando la colangiografía una lesión estenosante en colédoco distal sugerente de neoplasia pancreática.	C0030297	Neoplasia de comportamiento no especificado de aparato digestivo	D49.0	SNOMEDCT2ICD10_SPA	True
ES100631	neoplasia	C0027651	2048	2057	Dada la ausencia de confirmación de neoplasia, y con la sospecha de pancreatitis autoinmune, se realizó una colangiopancreatografía retrógrada endoscópica (CPRE) observando dilatación de la vía biliar principal con una estenosis regular en su porción distal, de unos 3-4 cm, de aspecto benigno, sobre la que se colocó una endoprótesis plástica.	C0027651	Neoplasias de comportamiento no especificado	D49	ICD10CM_SPA	True
ES100631	pancreatitis autoinmune	C2609129	2080	2103	Dada la ausencia de confirmación de neoplasia, y con la sospecha de pancreatitis autoinmune, se realizó una colangiopancreatografía retrógrada endoscópica (CPRE) observando dilatación de la vía biliar principal con una estenosis regular en su porción distal, de unos 3-4 cm, de aspecto benigno, sobre la que se colocó una endoprótesis plástica.	C2609129	Otros tipos de pancreatitis aguda sin necrosis ni infección	K85.80	SNOMEDCT2ICD10_SPA	True
ES100631	PAI	C2609129	2502	2505	Con el diagnóstico de probable PAI el paciente fue dado de alta y seguido de forma ambulatoria comprobando normalización de todos los parámetros analíticos y la resolución en la TAC abdominal de control, al mes y a los 4 meses, de las lesiones descritas inicialmente, con normalización del tamaño y aspecto pancreático y desaparición de la fibrosis retroperitoneal.	C2609129	Otros tipos de pancreatitis aguda sin necrosis ni infección	K85.80	SNOMEDCT2ICD10_SPA	True
ES100631	fibrosis retroperitoneal	C0035357	2811	2835	Con el diagnóstico de probable PAI el paciente fue dado de alta y seguido de forma ambulatoria comprobando normalización de todos los parámetros analíticos y la resolución en la TAC abdominal de control, al mes y a los 4 meses, de las lesiones descritas inicialmente, con normalización del tamaño y aspecto pancreático y desaparición de la fibrosis retroperitoneal.	C0035357	Cruce vascular y estenosis de uréter sin hidronefrosis	N13.5	SNOMEDCT2ICD10_SPA	True
ES100631	pancreatitis autoinmune	C2609129	3103	3126	Hasta la fecha actual, tras 24 meses de seguimiento, el paciente ha permanecido asintomático sin presentar recurrencia de la pancreatitis autoinmune ni de la fibrosis retroperitoneal.	C2609129	Otros tipos de pancreatitis aguda sin necrosis ni infección	K85.80	SNOMEDCT2ICD10_SPA	True
ES100631	fibrosis retroperitoneal	C0035357	3136	3160	Hasta la fecha actual, tras 24 meses de seguimiento, el paciente ha permanecido asintomático sin presentar recurrencia de la pancreatitis autoinmune ni de la fibrosis retroperitoneal.	C0035357	Cruce vascular y estenosis de uréter sin hidronefrosis	N13.5	SNOMEDCT2ICD10_SPA	True
ES100633	estreñimiento	C0009806	29	42	Varón de 46 años que refiere estreñimiento y dolor en hemiabdomen superior de 7 días de evolución.	C0009806	Estreñimiento, no especificado	K59.00	ICD10CM_SPA	True
ES100633	dolor en hemiabdomen superior	C0232492	45	74	Varón de 46 años que refiere estreñimiento y dolor en hemiabdomen superior de 7 días de evolución.	C0232492	Dolor en abdomen superior, no especificado	R10.10	ICD10CM_SPA	True
ES100633	masa	C0577559	153	157	La tomografía computerizada (TC) abdominal mostró una masa de 11 x 12 x 7 cm dependiente del colon descendente por lo que se realizó una hemicolectomía izquierda.	C0577559	Tumefacción, masa y bulto localizados, no especificados	R22.9	SNOMEDCT2ICD10_SPA	True
ES100633	GANT	C0238198	435	439	La anatomía patológica mostró un tumor de células fusiformes con baja actividad mitótica que, tras el examen ultraestructural e inmunohistoquímico (IHQ), fue diagnóstico de GANT.	C0238198	Tumor estromal gastrointestinal, localización no especificada	C49.A0	SNOMEDCT2ICD10_SPA	True
ES100634	epigastralgias	C0232493	29	43	Mujer de 28 años que refiere epigastralgias y síndrome constitucional de un mes de evolución.	C0232493	Dolor epigástrico	R10.13	SNOMEDCT2ICD10_SPA	True
ES100634	masa	C0577559	111	115	La TC mostró una masa de 15 x 13 x 7 cm dependiente del colon ascendente con metástasis hepáticas bilobares; se realizó una hemicolectomía derecha con biopsia hepática.	C0577559	Tumefacción, masa y bulto localizados, no especificados	R22.9	SNOMEDCT2ICD10_SPA	True
ES100634	metástasis hepáticas	C0563490	171	191	La TC mostró una masa de 15 x 13 x 7 cm dependiente del colon ascendente con metástasis hepáticas bilobares; se realizó una hemicolectomía derecha con biopsia hepática.	C0563490	Neoplasia maligna secundaria de hígado y vías biliares intrahepáticas	C78.7	SNOMEDCT2ICD10_SPA	True
ES100634	tumor	C0027651	296	301	La anatomía patológica mostró un tumor formado por células fusiformes con gran actividad mitótica que, tras el examen ultraestructural e IHQ fue diagnóstico de GANT.	C0027651	Neoplasias de comportamiento no especificado	D49	ICD10CM_SPA	True
ES100634	GANT	C0238198	423	427	La anatomía patológica mostró un tumor formado por células fusiformes con gran actividad mitótica que, tras el examen ultraestructural e IHQ fue diagnóstico de GANT.	C0238198	Tumor estromal gastrointestinal, localización no especificada	C49.A0	SNOMEDCT2ICD10_SPA	True
ES100634	metástasis hepáticas	C0563490	582	602	En la TC de seguimiento a los seis meses se demostró una reducción parcial de las metástasis hepáticas, al año una remisión completa y tras tres años no hay datos de recidiva local ni a distancia.	C0563490	Neoplasia maligna secundaria de hígado y vías biliares intrahepáticas	C78.7	SNOMEDCT2ICD10_SPA	True
ES100642	adenocarcinoma gástrico	C0278701	57	80	Mujer de 73 años que ingresa para cirugía programada por adenocarcinoma gástrico tras quimioterapia neodyuvante, realizándose una gastrectomía subtotal con reconstrucción mediante gastroyeyunostomía en Y de Roux.	C0278701	Neoplasia maligna de estómago, no especificada	C16.9	SNOMEDCT2ICD10_SPA	True
ES100642	alergia	C0020517	258	265	Como antecedente previo existía una probable alergia a la vitamina B (Neuromade®).	C0020517	Alergia no especificada	T78.40	ICD10CM_SPA	True
