file_id	id	entity	offset	note	CUI	sentence	CODE	STR	SAB
0266_d11188937	T2	Linfomas no Hodgkin foliculares	0 31	C0024301, Lymphoma, Follicular, Neoplastic Process ,DISO	C0024301	Linfomas no Hodgkin foliculares y enfermedad residual mínima.	C82	Linfoma folicular	ICD10_WIKI
0267_d465168	T2	reflujo gastroesofágico	44 67	C0017168, Gastroesophageal reflux disease, Disease or Syndrome ,DISO	C0017168	Investigación radiológica y manométrica del reflujo gastroesofágico en lactantes normales.	K21	Enfermedad por reflujo gastroesofágico	ICD10CM_WIKI
0268_d13597721	T2	defecto pericárdico	30 49	C0345138, Pericardial anomaly, Disease or Syndrome ,DISO	C0345138	Lóbulo pulmonar aberrante con defecto pericárdico.	Q79.1	Otras malformaciones congénitas del diafragma	SNOMEDCT2ICD10_SPA
0270_d7375693	T1	Cáncer del recto	0 16	C0007113, Rectal Carcinoma, Neoplastic Process ,DISO	C0007113	Cáncer del recto: un estudio del retraso diagnóstico en nuestro medio.	C19	Neoplasia maligna de unión rectosigmoidea	SNOMEDCT2ICD10_SPA
0271_d394231	T1	Trasplante de riñón	0 19	C0022671, Kidney Transplantation, Therapeutic or Preventive Procedure ,PROC	C0022671	Trasplante de riñón a un enfermo con diabetes mellitus.	0TY00Z0	Trasplante de riñón, derecho, alogénico, abordaje abierto	ICD10PCS_WIKI
0271_d394231	T2	diabetes mellitus	37 54	C0011849, Diabetes Mellitus, Disease or Syndrome ,DISO	C0011849	Trasplante de riñón a un enfermo con diabetes mellitus.	E11	Diabetes mellitus tipo 2	ICD10CM_WIKI
0272_d12942600	T2	síndrome de piernas inquietas	16 45	C0035258, Restless Legs Syndrome, Disease or Syndrome ,DISO	C0035258	Tratamiento del síndrome de piernas inquietas en pacientes urémicos en diálisis con pramipexole: resultados preliminares.	N19	Insuficiencia renal no especificada	SNOMEDCT2ICD10_SPA
0273_d7103604	T1	cardiotoxicidad	38 53	C0876994, Cardiotoxicity, Injury or Poisoning ,DISO	C0876994	Valoración electrocardiográfica de la cardiotoxicidad del antimoniato de N-metil glucamina (R glucantime).	I51.89	Otras enfermedades mal definidas cardiacas	SNOMEDCT2ICD10_SPA
0274_d7700096	T1	Hipopituitarismo	0 16	C0020635, Hypopituitarism, Disease or Syndrome ,DISO	C0020635	Hipopituitarismo como primera manifestación de recaída muy tardía en leucemia aguda linfoblástica.	E23.0	Hipopituitarismo	ICD10CM_WIKI
0274_d7700096	T5	leucemia aguda linfoblástica	69 97	C0023449, Acute lymphocytic leukemia, Neoplastic Process ,DISO	C0023449	Hipopituitarismo como primera manifestación de recaída muy tardía en leucemia aguda linfoblástica.	C91.0	Leucemia linfoblástica aguda [LLA]	ICD10CM_WIKI
0276_d5952986	T2	perversiones sexuales	4 25	C1527307, Sexual deviations or disorders, Mental or Behavioral Dysfunction ,DISO	C1527307	Las perversiones sexuales: su concepcion antropológica y orientación terapéutica.	F65.9	Parafilia no especificada	SNOMEDCT2ICD10_SPA
0277_d14635571	T1	Dermatomiositis	0 15	C0011633, Dermatomyositis, Disease or Syndrome ,DISO	C0011633	Dermatomiositis y embarazo.	M33	Dermatopolimiositis	ICD10CM_WIKI
0277_d14635571	T2	embarazo	18 26	C0032961, Pregnancy, Organism Function ,PHYS	C0032961	Dermatomiositis y embarazo.	Z33.1	Estado de embarazo incidental	ICD10CM_SPA
0277_d14635571	T3	Dermatomiositis	0 15	C0221056, Adult type dermatomyositis, Disease or Syndrome ,DISO	C0221056	Dermatomiositis y embarazo.	M33.13	Otros tipos de dermatomiositis sin miopatía	ICD10CM_SPA
0278_d15777116	T2	cáncer de próstata	47 65	C0376358, Malignant neoplasm of prostate, Neoplastic Process ,DISO	C0376358	Neoplasias malignas múltiples en pacientes con cáncer de próstata en el área sanitaria de León.	C61	Neoplasia maligna de próstata	ICD10CM_WIKI
0278_d15777116	T3	Neoplasias malignas múltiples	0 29	C0346429, Multiple malignancy, Neoplastic Process ,DISO	C0346429	Neoplasias malignas múltiples en pacientes con cáncer de próstata en el área sanitaria de León.	C80.1	Neoplasia maligna (primaria), no especificada	SNOMEDCT2ICD10_SPA
0279_d5131315	T1	impotencia	3 13	C0242350, Erectile dysfunction, Disease or Syndrome ,DISO	C0242350	La impotencia del diabético.	F52.2	Trastornos de excitación sexual	ICD10_WIKI
0281_d9412186	T1	tumores urológicos	27 45	C0042076, Urologic Neoplasms, Neoplastic Process ,DISO	C0042076	Estadiaje molecular en los tumores urológicos. Del deseo a la realidad.	D49.59	Neoplasia de comportamiento no especificado de otros órganos genitourinarios	SNOMEDCT2ICD10_SPA
0281_d9412186	T2	tumores urológicos	27 45	C0751571, Cancer of Urinary Tract, Neoplastic Process ,DISO	C0751571	Estadiaje molecular en los tumores urológicos. Del deseo a la realidad.	C64.C68		ICD10CM_WIKI
0284_d9577172	T1	Aleteo auricular	0 16	C0004239, Atrial Flutter, Pathologic Function ,DISO	C0004239	Aleteo auricular no común relacionado con cicatriz de atriotomía quirúrgica: ablación con catéter mediante radiofrecuencia.	I48	Fibrilación y flutter auricular	ICD10_WIKI
0284_d9577172	T2	cicatriz	42 50	C2004491, Cicatrix, Pathologic Function ,DISO	C2004491	Aleteo auricular no común relacionado con cicatriz de atriotomía quirúrgica: ablación con catéter mediante radiofrecuencia.	L90.5	Afecciones cicatriciales y fibrosis de la piel	ICD10CM_SPA
0284_d9577172	T3	cicatriz	42 50	C0241158, Scar Tissue, Finding ,DISO	C0241158	Aleteo auricular no común relacionado con cicatriz de atriotomía quirúrgica: ablación con catéter mediante radiofrecuencia.	L90.5	Afecciones cicatriciales y fibrosis de la piel	SNOMEDCT2ICD10_SPA
0287_d6888044	T2	hipertensión arterial	41 62	C0020538, Hypertensive disease, Disease or Syndrome ,DISO	C0020538	Programa sobre detección y control de la hipertensión arterial en medio laboral (III). Datos referentes al control evolutivo y eficacia del programa.	I10-I1515.		ICD10_WIKI
0288_d7934296	T4	enfermedad tromboembólica	45 70	C0040038, Thromboembolism, Disease or Syndrome ,DISO	C0040038	Protocolos de prevención y tratamiento de la enfermedad tromboembólica (II). Prevención del embolismo de origen cardíaco. Comité de Redacción de los Protocolos (1).	I74.9	Embolia y trombosis de arteria no especificada	SNOMEDCT2ICD10_SPA
0291_d16527160	T1	Dolor neuropático	0 17	C0027796, Neuralgia, Sign or Symptom ,DISO	C0027796	Dolor neuropático y quistes de Tarlov.	M79.2	Neuralgia y neuritis, no especificadas	SNOMEDCT2ICD10_SPA
0291_d16527160	T2	quistes de Tarlov	20 37	C0520720, Tarlov Cysts, Disease or Syndrome|Anatomical Abnormality ,DISO	C0520720	Dolor neuropático y quistes de Tarlov.	G54.8	Otros trastornos de raíces y plexos nerviosos	ICD10CM_WIKI
0292_d3878997	T2	Hiperplasia nodular regenerativa del hígado	0 43	C1263669, Nodular hyperplasia of liver, Disease or Syndrome ,DISO	C1263669	Hiperplasia nodular regenerativa del hígado. Informe de un paciente.	D61.9	Anemia aplásica, no especificada	SNOMEDCT2ICD10_SPA
0293_d16392328	T2	insuficiencia renal	17 36	C1565489, Renal Insufficiency, Disease or Syndrome ,DISO	C1565489	Prevención de la insuficiencia renal más allá del control de la HTA y de la diabetes mellitus.	N19	Insuficiencia renal no especificada	ICD10CM_WIKI
0293_d16392328	T3	diabetes mellitus	76 93	C0011849, Diabetes Mellitus, Disease or Syndrome ,DISO	C0011849	Prevención de la insuficiencia renal más allá del control de la HTA y de la diabetes mellitus.	E11	Diabetes mellitus tipo 2	ICD10CM_WIKI
0293_d16392328	T5	HTA	64 67	C0020538, Hypertensive disease, Disease or Syndrome ,DISO	C0020538	Prevención de la insuficiencia renal más allá del control de la HTA y de la diabetes mellitus.	I10-I1515.		ICD10_WIKI
0294_d19100198	T1	Infección del tracto urinario	0 29	C0042029, Urinary tract infection, Disease or Syndrome ,DISO	C0042029	Infección del tracto urinario causada por Corynebacterium riegelii.	N30.0	Cistitis aguda	ICD10CM_WIKI
0295_d6816662	T3	Leiomiosarcoma del intestino delbado	0 36	C0920305, Small intestine leiomyosarcoma, Neoplastic Process ,DISO	C0920305	Leiomiosarcoma del intestino delbado. Contribudión de la tomografía computada para su diagnóstico.	C17.0	Neoplasia maligna de duodeno	ICD10CM_WIKI
0296_d9377306	T4	trastornos del sueño	44 54;74 83	C0037317, Sleep disturbances, Sign or Symptom ,DISO	C0037317	Semiología, evaluación y diagnóstico de los trastornos de la vigilancia y del sueño en la infancia.	Z72.820	Privación del sueño	SNOMEDCT2ICD10_SPA
0297_d13396040	T2	tetralogia de Fallot	50 70	C0039685, Tetralogy of Fallot, Congenital Abnormality ,DISO	C0039685	Manejo anestésico y control intraoperatorio en la tetralogia de Fallot.	Q21.3	Tetralogía de Fallot	ICD10CM_WIKI
0298_d16476261	T1	Queratodermia	0 13	C0022579, Keratoderma, Congenital Abnormality ,DISO	C0022579	Queratodermia espinosa palmar: a propósito de un caso.	Q82.8	Otras malformaciones congénitas especificadas de la piel	SNOMEDCT2ICD10_SPA
0299_d8327750	T3	enfermedad de Chagas	72 92	C0041234, Chagas Disease, Disease or Syndrome ,DISO	C0041234	Experiencia clínica en Panamá con metronidazole en el tratamiento de la enfermedad de Chagas, en la fase aguda y en la fase crónica.	B57	Enfermedad de Chagas	ICD10CM_WIKI
0300_d6764271	T1	Infestación	0 11	C1384353, Parasite infestation, Disease or Syndrome ,DISO	C1384353	Infestación experimental de moluscos cubanos con cepas africanas de Schistosoma mansoni.	B89	Enfermedad parasitaria, no especificada	SNOMEDCT2ICD10_SPA
